S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,43,41,67,"8,783","38,922"
1,Asti,4,4,13,"1,305","5,208"
2,Balarampur,2,2,2,260,"1,181"
3,Baliapal,3,3,3,558,"2,603"
4,Balikuti,1,1,1,177,823
5,Baniadiha,3,3,4,484,"2,259"
6,Bishnupur,2,1,2,341,"1,514"
7,Bolang,1,1,2,117,496
8,Chaumukh,1,1,1,10,40
9,Dagara,1,1,1,80,343
10,Debhog,4,4,9,968,"4,730"
11,Jagatipur,1,1,1,145,675
12,Jambhirai,1,1,1,148,699
13,Jamkunda,1,1,1,234,"1,290"
14,Kumbhari,1,1,1,370,"1,478"
15,Kunduli,2,2,4,720,"3,182"
16,Madhupura,3,3,6,550,"2,694"
17,Nikhira,2,1,2,547,"2,623"
18,Nuagoan,2,2,3,247,"1,027"
19,Ratei,2,2,3,157,806
20,Saudi,3,3,4,383,"1,561"
21,Srirampur,3,3,3,982,"3,690"
,Total,43,41,67,"8,783","38,922"
