S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,2,2,5,161,729
1,Jamsara,1,1,4,155,684
2,Jareikela,1,1,1,6,45
,Total,2,2,5,161,729
