S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,3,3,537,"1,262"
1,Baam,1,1,61,242
2,Makuakatini,1,1,5,2
3,Raibol,1,1,471,"1,018"
,Total,3,3,537,"1,262"
