S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,3,2,2,92,427
1,KALANA,2,1,1,5,26
2,Narsinghpur,1,1,1,87,401
,Total,3,2,2,92,427
