S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,3,3,4,42,184
1,Barakhama,1,1,1,4,18
2,Budrukia,1,1,2,29,126
3,Sudra,1,1,1,9,40
,Total,3,3,4,42,184
