S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,11,10,53,"1,455","5,754"
1,Badimunda,1,1,4,85,257
2,Gardingia,1,1,1,13,21
3,Guttingia,1,1,12,562,"2,206"
4,Kainjhar,3,2,9,151,583
5,Katimaha,1,1,4,44,165
6,Paburia,1,1,8,365,"1,499"
7,Tikabali,3,3,15,235,"1,023"
,Total,11,10,53,"1,455","5,754"
