S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,12,12,"1,442","2,344"
1,Baragoda,1,1,654,262
2,Gonasika,1,1,93,390
3,Karangadihi,1,1,82,172
4,Singpur(ka),1,1,47,197
5,Talachampei,5,5,251,640
6,Tana,1,1,67,0
7,Upper Raigoda,2,2,248,683
,Total,12,12,"1,442","2,344"
