S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,2,2,5,561,"2,123"
1,Badabasul,1,1,3,263,"1,014"
2,Gadiajore,1,1,2,298,"1,109"
,Total,2,2,5,561,"2,123"
