S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,3,3,"1,044",778
1,,1,1,996,778
2,Lamtaguda,1,1,7,0
3,Manchagam,1,1,41,0
,Total,3,3,"1,044",778
