S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,7,5,7,320,"1,327"
1,Chandua,1,1,1,11,36
2,Gangraj,1,1,3,273,"1,154"
3,Kuchei,2,1,1,2,16
4,Parulia,3,2,2,34,121
,Total,7,5,7,320,"1,327"
