S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,4,4,5,809,"2,773"
1,Dangarbheja,1,1,1,454,"1,403"
2,Dohana,2,2,3,309,"1,143"
3,Podal Guda,1,1,1,46,227
,Total,4,4,5,809,"2,773"
