S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,71,71,140,"11,389","50,830"
1,Badadalima,5,5,8,"1,210","5,315"
2,Badanarini,8,8,17,929,"4,211"
3,Gitilata,8,8,13,"1,056","4,349"
4,Kulughutu,7,7,13,"1,054","4,736"
5,Lupung,8,8,15,"1,315","5,761"
6,NARANPUR,8,8,12,"1,113","4,833"
7,Pandupani,7,7,19,"1,243","6,154"
8,Rengal Beda,5,5,13,"1,066","4,547"
9,Sanbhundu,8,8,15,"1,231","5,761"
10,Tiring,7,7,15,"1,172","5,163"
,Total,71,71,140,"11,389","50,830"
