S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,35,35,51,976,"4,117"
1,Balabhadrapur,1,1,2,22,94
2,Bandhamunda,16,16,23,465,"1,896"
3,Brajarajpur,1,1,1,27,122
4,Champapedi,2,2,3,37,182
5,Damasahi,3,3,5,53,220
6,Darpanarayanpur,1,1,1,42,169
7,Gadabanikila(barangagadia),1,1,3,61,262
8,Kasanda,1,1,1,20,80
9,Majhiakhanda,1,1,1,10,51
10,Narasinghpur,1,1,3,9,136
11,Patia,1,1,1,88,371
12,Raipada,3,3,3,77,340
13,Surkabadi,3,3,4,65,194
,Total,35,35,51,976,"4,117"
