S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,29,29,137,"5,416","21,199"
1,Chandnimal,4,4,24,790,"2,742"
2,Dalki,1,1,7,114,433
3,Durlaga,1,1,6,398,"1,643"
4,Gourmal,6,6,28,620,"2,453"
5,Hirma,2,2,25,"1,072","4,455"
6,Katikela,1,1,2,95,422
7,Kudopali,3,3,9,511,"2,166"
8,Loisingh,3,3,10,482,"1,801"
9,Malda,1,1,4,315,"1,180"
10,Marakuta,2,2,8,325,"1,373"
11,Patrapali,1,1,2,100,398
12,Rajpur,3,3,7,220,859
13,Talpatia,1,1,5,374,"1,274"
,Total,29,29,137,"5,416","21,199"
