S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,2,2,380,"1,693"
1,BHARUAMUNDA,1,1,137,"1,091"
2,HATIBANDHA,1,1,243,602
,Total,2,2,380,"1,693"
