S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,2,2,4,142,469
1,BARGAON,1,1,3,127,412
2,TIMANPUR,1,1,1,15,57
,Total,2,2,4,142,469
