S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,2,2,545,"3,882"
1,Khandeita,1,1,18,"1,853"
2,Kishorenagar,1,1,527,"2,029"
,Total,2,2,545,"3,882"
