S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,143,142,203,"9,785","36,894"
1,Alantara,1,1,1,94,381
2,BAMAK,2,2,3,250,778
3,BARABANDHA,13,13,25,"1,391","5,017"
4,D.karlakhunta,7,7,14,565,"2,063"
5,Dedsuli,23,23,24,613,"2,374"
6,Dudkaranja,13,13,24,623,"2,116"
7,Gochhadegan,11,11,12,823,"3,048"
8,Lubengada,15,15,17,544,"2,220"
9,M.rampur,6,6,6,369,"1,365"
10,MANIKERA NEW,13,12,20,"1,024","3,695"
11,MOHANGIRI,8,8,9,885,"3,592"
12,Muding,3,3,8,796,"3,058"
13,Nunpur,6,6,8,319,"1,068"
14,Saidalanga,1,1,1,47,173
15,Salepali,2,2,2,131,438
16,Singpur,2,2,5,191,702
17,URLADANI,17,17,24,"1,120","4,806"
,Total,143,142,203,"9,785","36,894"
