S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,202,633,"9,212","40,159"
1,Alami,12,36,648,"2,773"
2,Bisipada,13,48,"1,014","4,372"
3,Dadaki,18,58,746,"3,478"
4,Duduki,25,72,846,"3,706"
5,Ganjuguda,16,47,889,"4,429"
6,Gumagada,15,51,827,"3,445"
7,Jamjhari,22,77,832,"3,467"
8,Katringia,33,96,935,"3,959"
9,Keredi,11,37,937,"3,499"
10,Minia,22,53,831,"3,452"
11,Tudipaju,15,58,707,"3,579"
,Total,202,633,"9,212","40,159"
