S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,13,13,228,807
1,Alami,3,3,99,394
2,Duduki,1,1,0,0
3,Gumagada,1,1,30,12
4,Jamjhari,4,4,89,216
5,Katringia,1,1,5,55
6,Tudipaju,3,3,5,130
,Total,13,13,228,807
