S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,5,5,10,733,"2,777"
1,Barguda,1,1,1,215,667
2,Bhatigaon,1,1,2,110,650
3,Patkulunda,1,1,3,287,"1,011"
4,Tinikani,1,1,1,65,229
5,Tulandi,1,1,3,56,220
,Total,5,5,10,733,"2,777"
