S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,86,86,309,"35,316","1,50,617"
1,Anchala,2,2,9,"1,105","4,046"
2,Badabharandi,5,5,13,"1,809","7,038"
3,Badakumari,1,1,13,"1,494","5,004"
4,Beheda,2,2,18,"1,579","6,968"
5,Benora,4,4,10,"1,212","4,243"
6,Bhamini,9,9,25,"2,175","11,380"
7,Bhandariguda,4,4,14,897,"3,918"
8,Bokada,3,3,7,"1,090","5,086"
9,Burja,3,3,7,"1,290","6,253"
10,Chikilipadar,2,2,6,649,"3,069"
11,Hirapur,3,3,14,"1,856","5,675"
12,Jamronda,2,2,10,629,"3,041"
13,Karagam,3,3,13,"1,509","5,717"
14,Khanda,3,3,13,"1,671","6,953"
15,Kopena,4,4,20,"1,517","7,125"
16,Kursi,1,1,5,994,"4,712"
17,Mundiguda,4,4,15,"1,138","4,998"
18,Murtuma,3,3,14,"1,338","6,272"
19,Nehura,6,6,22,"1,149","5,469"
20,Rajpur,5,5,12,"1,477","5,800"
21,Semela,5,5,10,"1,579","6,293"
22,Singsari,5,5,10,"1,433","5,629"
23,Sukhigam Ac,1,1,3,296,"1,263"
24,Sunabeda,2,2,10,"1,475","7,374"
25,Tohara,1,1,6,"2,636","10,899"
26,Torenga,3,3,10,"1,319","6,392"
,Total,86,86,309,"35,316","1,50,617"
