S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,6,6,9,478,"1,856"
1,Biramunda,1,1,2,119,490
2,Deuligudi,1,1,3,177,669
3,Ghuna,2,2,2,127,477
4,Madhekela,2,2,2,55,220
,Total,6,6,9,478,"1,856"
