S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,6,6,657,"2,554"
1,Badabarsingh,1,1,64,339
2,Beliapal,1,1,5,327
3,Gopamathura,1,1,206,767
4,Gopapur,1,1,49,291
5,Kunarpal,1,1,263,419
6,Sanabarasinga,1,1,70,411
,Total,6,6,657,"2,554"
