S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,197,190,523,"14,237","65,172"
1,Ajayagada,7,7,18,709,"3,581"
2,Badakalakote,14,13,23,727,"3,583"
3,Baijhala,10,10,35,577,"2,768"
4,Bhubani,14,14,32,972,"5,141"
5,Brusaba,8,8,32,782,"3,659"
6,Dumbada,9,9,10,266,"1,227"
7,Gaiba,15,14,37,748,"3,396"
8,Gumma,6,5,18,304,"1,678"
9,Jhami,5,5,8,245,"1,063"
10,Jiba,4,4,7,586,"2,520"
11,Kujasingi,12,12,44,"1,243","5,124"
12,Munising,8,8,30,795,"3,716"
13,Namnagada,12,12,30,910,"3,953"
14,Parida,9,8,38,935,"4,456"
15,Ragidi,13,12,30,597,"2,414"
16,Serango,3,3,4,153,834
17,Taraba,9,9,21,594,"2,770"
18,Tarangada,12,12,38,758,"3,497"
19,Tumula,13,13,19,844,"3,423"
20,Ukhara,14,12,49,"1,492","6,369"
,Total,197,190,523,"14,237","65,172"
