S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,43,42,69,"1,751","7,287"
1,Arada,3,3,6,43,225
2,Banthapur,10,10,19,439,"1,595"
3,Bara Sahi,2,1,3,41,177
4,Bhaliadihi,1,1,1,11,41
5,Dimisara,1,1,2,70,244
6,Giridipalli,1,1,1,60,209
7,Godipada,1,1,1,10,40
8,Gotisahi,1,1,1,9,30
9,Goudaput,3,3,6,297,862
10,Kajalaipalli,3,3,7,89,481
11,Komanda,2,2,3,65,264
12,Korapitha,1,1,1,40,478
13,Kurala,1,1,1,89,317
14,Panchumu,2,2,3,56,227
15,Rabigadia,1,1,1,12,105
16,Ranganipatna,1,1,1,10,38
17,Rohibanka,2,2,3,60,249
18,Sakeri,2,2,3,166,736
19,Saradhapur,1,1,1,20,119
20,Sarankul,1,1,1,10,100
21,Solapata,1,1,1,19,81
22,Sunamuhin,2,2,3,135,669
,Total,43,42,69,"1,751","7,287"
