S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,25,25,36,"1,208","5,177"
1,Arada,2,2,4,28,174
2,Banthapur,1,1,2,101,436
3,Dimisara,1,1,2,70,244
4,Giridipalli,1,1,1,60,209
5,Godipada,1,1,1,10,40
6,Goudaput,3,3,6,297,862
7,Kajalaipalli,1,1,1,10,43
8,Komanda,1,1,1,29,111
9,Korapitha,1,1,1,40,478
10,Kurala,1,1,1,89,317
11,Panchumu,1,1,2,42,166
12,Rabigadia,1,1,1,12,105
13,Ranganipatna,1,1,1,10,38
14,Rohibanka,2,2,3,60,249
15,Sakeri,2,2,3,166,736
16,Saradhapur,1,1,1,20,119
17,Sarankul,1,1,1,10,100
18,Solapata,1,1,1,19,81
19,Sunamuhin,2,2,3,135,669
,Total,25,25,36,"1,208","5,177"
