S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,3,3,682,937
1,Alana,1,1,120,0
2,Anlo,1,1,159,937
3,Ekaberuan,1,1,403,0
,Total,3,3,682,937
