S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,24,21,70,"2,534","10,710"
1,Alana,7,6,7,227,887
2,Anlo,3,2,9,290,"1,308"
3,Bilasuni,1,1,1,24,117
4,Ekaberuan,2,1,1,7,37
5,Erancha,2,2,17,942,"3,463"
6,Krushnaprasad,2,2,13,289,"1,217"
7,Niali,1,1,1,36,169
8,Nivarana,1,1,4,169,720
9,Nuagan,1,1,1,9,38
10,Ratanpur,2,2,14,482,"2,444"
11,Sagadailo,1,1,1,47,254
12,Sithalo,1,1,1,12,56
,Total,24,21,70,"2,534","10,710"
