S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,6,6,9,"1,157","4,455"
1,Bardol,1,1,1,11,55
2,Birmal,2,2,3,714,"2,680"
3,Govindpur,1,1,1,238,899
4,Khaliapali,1,1,2,29,141
5,Nileswar,1,1,2,165,680
,Total,6,6,9,"1,157","4,455"
