S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,4,4,28,353
1,Badachhapal,1,1,3,0
2,Dimirikuda,1,1,1,302
3,Kendujori,1,1,23,0
4,Talkundi,1,1,1,51
,Total,4,4,28,353
