S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,185,181,479,"13,694","60,773"
1,Badachhapal,8,7,27,494,"2,085"
2,Baniakilinda,7,7,25,463,"2,086"
3,Chheplipali,14,14,23,750,"3,422"
4,Dholpada,12,12,26,683,"3,215"
5,Dimirikuda,11,10,24,732,"3,077"
6,Dudhianali,15,15,46,"1,275","6,005"
7,Gandam,5,5,11,366,"1,370"
8,Jharagagua,8,8,21,911,"3,888"
9,Jharamunda,6,6,24,541,"2,898"
10,KALANDA,4,4,10,322,"1,328"
11,Kansar,12,12,24,"1,106","4,665"
12,Kendujori,12,11,21,525,"2,301"
13,Laimura,10,10,41,"1,704","6,991"
14,Palkudar,7,7,13,397,"1,770"
15,Parposi,9,9,34,585,"2,807"
16,Sodo,13,13,27,718,"3,283"
17,Suguda,2,2,4,123,500
18,Tainsar,14,14,38,916,"4,044"
19,Talkundi,10,9,19,439,"1,975"
20,Tileibani,6,6,21,644,"3,063"
,Total,185,181,479,"13,694","60,773"
