S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,24,24,54,"2,762","12,246"
1,ARAKHAPAL,1,1,1,79,390
2,Balibo,1,1,1,226,912
3,Bhusal,7,7,13,"1,219","5,450"
4,Dayanabil,1,1,6,183,834
5,Dighi,1,1,1,45,212
6,Ekatali,1,1,1,29,125
7,G.n.prasad,2,2,7,266,"1,127"
8,Jamunakota,2,2,2,10,48
9,Kuninda,1,1,1,3,16
10,Mahulpal,2,2,6,230,"1,035"
11,Marthapur,4,4,13,366,"1,705"
12,Surapratappur,1,1,2,106,392
,Total,24,24,54,"2,762","12,246"
