S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,17,17,22,"2,281","9,233"
1,Alanda,1,1,2,104,370
2,Bel Pada,2,2,3,222,997
3,Bhursaguda,1,1,1,136,641
4,Chuli Funka,1,1,1,134,635
5,Ded Gaon,1,1,1,188,799
6,Gandharla,1,1,1,61,253
7,Jhalap,1,1,2,364,"1,157"
8,Kansil,2,2,2,257,928
9,Kunda Butula,1,1,1,125,569
10,Munda Padar,3,3,4,381,"1,672"
11,Sindhekela,1,1,1,76,252
12,Themera,1,1,2,54,223
13,Turekela,1,1,1,179,737
,Total,17,17,22,"2,281","9,233"
