S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,6,6,6,220,678
1,Balisira,2,2,2,92,292
2,Gunthupada,1,1,1,21,97
3,KHANDADEULI,2,2,2,30,93
4,Sidhhanai,1,1,1,77,196
,Total,6,6,6,220,678
