S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,48,45,52,"6,057","23,549"
1,Badsaimara,3,2,3,439,"1,568"
2,Bandhupala,3,3,4,391,"1,172"
3,Bankel,3,3,3,605,"2,474"
4,Bitabandh,1,1,1,134,579
5,Chalki,3,3,3,362,"1,367"
6,Chana Bahal,2,1,1,374,"1,449"
7,Dangarpada,3,3,4,401,"1,723"
8,Ganrei,2,2,2,570,"2,182"
9,Goimund,1,1,1,17,67
10,Gudighat,4,3,3,470,"1,762"
11,Haldi,2,2,2,173,744
12,Ichhapara,7,7,9,792,"2,978"
13,Lakhana,3,3,4,220,975
14,Lebda,2,2,2,89,392
15,Malisira,4,4,4,450,"1,881"
16,Muribahal,1,1,1,163,596
17,Patra Pali,2,2,2,139,591
18,Patrapali Kha,1,1,2,193,737
19,Tupaudar,1,1,1,75,312
,Total,48,45,52,"6,057","23,549"
