S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,39,36,43,"4,964","19,337"
1,Badsaimara,3,2,3,439,"1,568"
2,Bandhupala,2,2,3,262,923
3,Bankel,1,1,1,145,690
4,Chalki,3,3,3,362,"1,367"
5,Chana Bahal,2,1,1,374,"1,449"
6,Dangarpada,2,2,3,216,922
7,Ganrei,2,2,2,570,"2,182"
8,Gudighat,4,3,3,470,"1,762"
9,Haldi,1,1,1,124,543
10,Ichhapara,7,7,9,792,"2,978"
11,Lakhana,3,3,4,220,975
12,Lebda,1,1,1,45,173
13,Malisira,4,4,4,450,"1,881"
14,Muribahal,1,1,1,163,596
15,Patra Pali,2,2,2,139,591
16,Patrapali Kha,1,1,2,193,737
,Total,39,36,43,"4,964","19,337"
