S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,177,175,413,"14,758","60,487"
1,ANGURU,15,14,40,"1,189","5,838"
2,Atarasingi,7,7,22,905,"4,006"
3,Badapada,1,1,3,915,"2,302"
4,Betarsing,9,8,24,551,"2,504"
5,K Jhalrasing,5,5,9,566,"3,008"
6,Keredanga,8,8,25,809,"2,877"
7,Khajuripada,15,15,29,759,"3,337"
8,Kirama,8,8,33,582,"2,699"
9,Luhangara,17,17,27,796,"3,463"
10,Nuagada,3,3,14,"1,425","4,065"
11,Paikantarada,13,13,30,862,"4,125"
12,Parimala,7,7,12,436,"2,040"
13,Putrupada,16,16,32,920,"4,221"
14,Sambalpur,9,9,21,"1,106","3,457"
15,Sundardanga,5,5,12,425,"1,868"
16,Tabarada,7,7,20,762,"3,306"
17,Tangili,7,7,16,441,"1,954"
18,Titisingi,18,18,27,785,"3,091"
19,Udayapur,7,7,17,524,"2,326"
,Total,177,175,413,"14,758","60,487"
