S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,4,4,161,504
1,Ankula,1,1,7,21
2,Badkul,1,1,7,18
3,Jaripada,1,1,24,43
4,Kumandal Patana,1,1,123,422
,Total,4,4,161,504
