S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,4,4,"1,032","4,755"
1,Sindhrimala,1,1,246,754
2,Tamasa,1,1,385,"3,284"
3,TANDAPALLI,1,1,260,717
4,Tondiki,1,1,141,0
,Total,4,4,"1,032","4,755"
