S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,15,14,36,"1,962","8,239"
1,Khariguda,2,2,6,221,984
2,Kodama,3,3,4,229,977
3,Korlaghati,3,3,5,401,"1,751"
4,PENDILI,3,2,3,219,844
5,Sanahuma,2,2,4,430,"1,760"
6,Siriguda,2,2,14,462,"1,923"
,Total,15,14,36,"1,962","8,239"
