S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,14,14,26,"1,013","4,008"
1,Bandhapali,1,1,1,25,121
2,Beheramal,2,2,2,39,150
3,China Juri,3,3,6,110,603
4,Gaja Bandha,1,1,4,114,445
5,Ichapur,2,2,2,18,145
6,Linga Marni,1,1,2,72,343
7,Maya Barha,1,1,1,210,653
8,Samalaichuan,1,1,4,223,813
9,Sargul,1,1,2,68,296
10,Tangar Karle,1,1,2,134,439
,Total,14,14,26,"1,013","4,008"
