S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,9,7,11,"1,033","4,536"
1,Burja,1,1,4,417,"2,079"
2,Goudaguda,3,1,1,17,48
3,Kusumguda,1,1,1,45,105
4,Laxmipur,1,1,1,170,680
5,Pipalpadar,2,2,3,266,"1,034"
6,Toyaput,1,1,1,118,590
,Total,9,7,11,"1,033","4,536"
