S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,9,8,13,571,"2,203"
1,Ajayagada,1,1,1,10,51
2,Jhami,3,3,3,94,377
3,Jiba,1,1,1,252,958
4,Namnagada,1,1,3,96,343
5,Parida,2,1,4,89,354
6,Tarangada,1,1,1,30,120
,Total,9,8,13,571,"2,203"
