S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,82,82,684,"17,472","83,801"
1,Bad Dalki,8,8,65,"1,423","6,720"
2,Balanda,4,4,37,"1,191","5,553"
3,Balani,3,3,19,642,"3,024"
4,Birida,7,7,55,"1,151","5,594"
5,Birkera,5,5,55,"1,770","9,054"
6,Chikatmati,7,7,41,"1,209","5,993"
7,Garjan,4,4,45,"1,209","5,119"
8,Hatibandha,3,3,40,419,"2,091"
9,Jadakudar,4,4,43,"1,073","5,606"
10,Jalda,1,1,34,205,896
11,Kalunga A,2,2,11,574,"2,698"
12,Kalunga B,1,1,5,226,"1,118"
13,Lathikata,4,4,37,860,"4,112"
14,Lungei,3,3,23,"1,204","5,595"
15,Mundajore,4,4,31,619,"2,957"
16,Ramjodi,9,9,55,835,"3,992"
17,Suidihi,9,9,50,"1,786","8,530"
18,Tainsar,4,4,38,"1,076","5,149"
,Total,82,82,684,"17,472","83,801"
