S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,15,15,25,"1,656","6,239"
1,Bada Suku,3,3,4,179,686
2,Kerenga,2,2,4,266,"1,180"
3,Lankaput,1,1,3,231,681
4,Mahadeiput,2,2,2,52,212
5,Manbar,2,2,5,547,"2,039"
6,Masttiput,2,2,3,234,795
7,Mathalput,1,1,2,105,500
8,Umuri,2,2,2,42,146
,Total,15,15,25,"1,656","6,239"
