S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,17,15,19,"2,283","8,908"
1,Chahagaon,1,1,1,117,447
2,Chancher,1,1,1,119,434
3,CHHELIAMAL,1,1,2,530,"2,120"
4,Dadpur,1,1,1,190,744
5,Duarsuni,2,2,3,230,845
6,GANDBARAJHOLA,1,1,1,192,728
7,Gudialipadar,2,2,2,323,"1,271"
8,Kutrukhamar,1,1,3,85,337
9,Risigaon,3,2,2,189,701
10,Seinpur,1,1,1,197,789
11,Talbelgaon,3,2,2,111,492
,Total,17,15,19,"2,283","8,908"
