S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,148,138,191,"19,499","1,02,918"
1,Artal,1,1,1,276,"1,165"
2,Borbhata,1,1,1,177,"2,773"
3,Chahagaon,2,2,2,340,"1,257"
4,Chancher,12,12,14,506,"1,987"
5,CHHELIAMAL,1,1,2,530,"2,120"
6,Dadpur,2,2,2,465,"1,785"
7,Deypur,3,2,2,164,623
8,Duarsuni,7,7,9,583,"2,104"
9,GANDBARAJHOLA,3,3,4,664,"2,429"
10,Gudialipadar,7,7,8,807,"3,534"
11,Gurujung,1,1,2,198,671
12,Jugsaipatna,18,12,22,884,"3,841"
13,Kalam,5,5,9,921,"3,164"
14,Kamthana,3,3,8,"1,463","7,441"
15,KARLAGUDA,1,1,2,195,819
16,Karlapada,1,1,2,398,"1,622"
17,Kuliamal,3,3,5,373,"1,284"
18,Kutrukhamar,2,2,4,291,"1,109"
19,Laxmipur,5,5,8,633,"9,976"
20,Malgaon,5,5,7,"1,025","6,441"
21,Matia,3,3,4,658,"4,988"
22,Medinipur,5,5,10,"2,174","12,470"
23,Palna,5,5,9,"1,557","11,223"
24,Palsijharan,2,2,3,523,"3,741"
25,Risigaon,8,7,7,497,"1,786"
26,Sagada,23,23,26,"1,471","6,098"
27,Seinpur,1,1,1,197,789
28,SIKUAN,1,1,1,99,324
29,Talbelgaon,11,10,11,621,"2,329"
30,Thuapadar,2,2,2,717,"2,736"
31,Udeypur,4,3,3,92,289
,Total,148,138,191,"19,499","1,02,918"
