S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,5,5,228,5
1,Bolagarh,1,1,11,0
2,Dhalapathara,1,1,191,0
3,GOPALAPUR,1,1,9,5
4,Kalanga,1,1,10,0
5,Khanguria,1,1,7,0
,Total,5,5,228,5
