S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,111,111,708,"19,634","91,986"
1,Ankurpali,10,10,38,"1,061","5,136"
2,Badjojoda,6,6,63,"1,110","5,343"
3,Bagdega,5,5,25,"1,089","4,771"
4,Barilepta,6,6,34,"1,083","5,352"
5,Chitapedi,10,10,70,"1,162","5,697"
6,Hatibari,3,3,26,592,"2,579"
7,Jahaditoli,3,3,14,566,"2,631"
8,Kandarkela,4,4,38,"1,193","5,384"
9,Kardega,5,5,41,907,"4,471"
10,Karkatnasa,5,5,38,777,"3,578"
11,Khutgaon,5,5,33,966,"4,309"
12,Kokerama,5,5,34,"1,012","4,472"
13,Limida,7,7,36,"1,092","5,183"
14,Lukumbeda,10,10,36,"1,072","5,265"
15,Menmena,6,6,33,986,"4,475"
16,Nuagaon,5,5,48,"1,601","7,923"
17,Purnapani,2,2,22,869,"3,873"
18,Sorda,3,3,30,"1,226","5,616"
19,Teterkela,5,5,18,615,"2,909"
20,Urmei,6,6,31,655,"3,019"
,Total,111,111,708,"19,634","91,986"
