S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,66,63,102,"7,947","33,020"
1,Amrutia,4,3,8,304,"1,314"
2,Asanjhar,1,1,3,275,"1,192"
3,Badabiruhan,1,1,2,141,708
4,Bandalo,2,2,2,137,583
5,Barundei,2,2,2,68,298
6,Dhaneswar,6,5,5,499,"2,043"
7,Goleipur,3,3,3,502,"1,846"
8,Gourpur,5,4,5,391,"1,644"
9,Haladigadia,3,3,3,223,819
10,Jahna,1,1,2,172,797
11,Kacharasahi,2,2,2,182,"1,083"
12,Kantore,4,4,4,482,"2,185"
13,Karda,2,2,2,218,840
14,Khaman,1,1,1,111,546
15,Makundapur,1,1,1,97,411
16,Mulapal,1,1,1,71,368
17,Pachhikote,6,6,13,"1,240","5,585"
18,Panikoili,2,2,2,145,659
19,Pataranga,3,3,5,291,"1,286"
20,Pathara Pada,2,2,2,109,474
21,Ranapur,1,1,3,144,607
22,Taharpur,2,2,4,191,883
23,Talagarh,2,2,3,307,"1,210"
24,Tandara,2,2,5,938,"2,698"
25,Tarakote,1,1,1,66,337
26,Tulati,6,6,18,643,"2,604"
,Total,66,63,102,"7,947","33,020"
