S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,3,3,465,"2,235"
1,Amrutia,1,1,202,261
2,Dhaneswar,1,1,160,740
3,Gourpur,1,1,103,"1,234"
,Total,3,3,465,"2,235"
