S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,100,100,159,"4,082","17,543"
1,Badagotha,1,1,1,45,105
2,Bahadajhola,3,3,6,112,428
3,Beruhanbari,6,6,12,149,698
4,Dhenkena,1,1,2,35,184
5,Durudura,5,5,6,165,750
6,GATERI,1,1,1,15,58
7,Gumi,9,9,16,353,"2,361"
8,Haripur,1,1,1,20,60
9,Jakeda,14,14,21,324,"1,597"
10,Kaptapalli,18,18,20,374,"1,934"
11,Khandugaon,1,1,1,10,52
12,Korada,6,6,9,322,"1,076"
13,Mahipur,3,3,6,737,"1,865"
14,Maichheli,3,3,13,240,"1,108"
15,Malisahi,4,4,4,79,359
16,Nuagaon,3,3,5,137,509
17,Paradhipi,4,4,7,161,707
18,Sikrida,2,2,3,35,179
19,Singarapalli,7,7,13,563,"2,561"
20,Sorada,1,1,1,10,48
21,Udayapur,7,7,11,196,904
,Total,100,100,159,"4,082","17,543"
