S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,21,21,62,"2,550","11,978"
1,Bahal Sahi,1,1,2,154,807
2,Balipata,3,3,11,315,"1,501"
3,Barapada,2,2,9,322,"1,436"
4,Changudia,1,1,6,154,816
5,Kamasala,1,1,4,128,742
6,Katada,2,2,4,124,571
7,Korada,1,1,2,160,822
8,Kukurupeta,1,1,3,112,526
9,Machhakuta,1,1,1,35,144
10,Natada,2,2,3,224,804
11,Nisha,2,2,7,356,"1,718"
12,Nuagaon,1,1,1,15,60
13,Parang,1,1,3,236,961
14,Tangira,1,1,3,130,646
15,Tukuda,1,1,3,85,424
,Total,21,21,62,"2,550","11,978"
