S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,3,2,3,135,662
1,LITISARGI,1,1,1,5,15
2,PALSADA,2,1,2,130,647
,Total,3,2,3,135,662
