S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,5,5,8,145,647
1,Chainpur,1,1,1,48,184
2,Chattis Debil,1,1,2,24,105
3,Kakudikuda,1,1,1,36,180
4,Malandapur,1,1,1,11,54
5,Sahas Pur,1,1,3,26,124
,Total,5,5,8,145,647
