S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,2,2,2,81,157
1,Madhupur,1,1,1,65,141
2,Samsarpur,1,1,1,16,16
,Total,2,2,2,81,157
