S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,8,7,22,"1,309","6,137"
1,Angarpada,3,2,4,203,"1,091"
2,Chhanaghar,1,1,1,451,"1,891"
3,Chhatabar,3,3,12,407,"2,100"
4,Gangapada,1,1,5,248,"1,055"
,Total,8,7,22,"1,309","6,137"
