S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,2,2,3,156,572
1,Goudpanpali,1,1,1,129,451
2,Naxapali,1,1,2,27,121
,Total,2,2,3,156,572
