S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,41,161,"11,914","44,493"
1,Arda,5,21,"1,546","6,022"
2,Bandhapali,5,18,"1,224","4,019"
3,Bhimjore,3,16,"1,116","4,210"
4,Goudpanpali,7,13,908,"3,606"
5,Jharmunda,8,29,"2,288","8,361"
6,Kirmira,2,12,"1,017","4,414"
7,Naxapali,2,23,"2,082","7,438"
8,Sulehi,9,29,"1,733","6,423"
,Total,41,161,"11,914","44,493"
