S.No.,State,StateId,District,DistrictId,Block,BlockId,Panchayat,PanchayatId,Village,Villageid,Census Village Name,Census Village Code,LGD Villageid,LGD Village Name,Tot Pop,SC Pop,ST Pop,GEN Pop,No. of House Holds,House Connection Provided as on 01/04/2024,Houseconnection Provided in 2024-2025 including private connection,Status
,Total,,,,,,,,,,,,,,1531538,285563,358310,887665,391632,209015,1008,
1,Odisha,24,Balangir,348,Agalpur,3758,Agalpur,120347,Agalpur,288812,Agalpur,419839,419839,Agalpur,4289,557,453,3279,1034,1034,0,
1,Odisha,24,BALANGIR,348,AGALPUR,3758,NAGAON(B),120342,NagaonB,698773,,0,0,,2267,314,345,1608,639,0,0,Villages taken from SBM
2,Odisha,24,BALANGIR,348,BANGOMUNDA,3753,BANGOMUNDA,120225,BANGOMUNDA,695845,,0,0,,5101,1091,482,3528,1133,0,0,Villages taken from SBM
2,Odisha,24,Balangir,348,Agalpur,3758,Agalpur,120347,Gudimunda,288813,Gudimunda,419840,419840,Gudimunda,662,50,105,507,176,176,0,
3,Odisha,24,Balangir,348,Muribahal,3751,BADSAIMARA,120167,Patrapali,703926,,0,421284,Patrapali,0,0,0,0,1,0,0,Villages taken from SBM
3,Odisha,24,Balangir,348,Agalpur,3758,Agalpur,120347,Ingsa,288811,Ingsa,419838,419838,Ingsa,2333,563,213,1557,646,570,0,
4,Odisha,24,BALANGIR,348,MURIBAHAL,3751,CHANABAHAL,120182,Karlabahali,696881,,0,0,,1009,168,673,168,249,0,0,Villages taken from SBM
4,Odisha,24,Balangir,348,Agalpur,3758,Babufasad,120344,Babufasad,288797,Babufasad,419833,419833,Babufasad,1253,255,209,789,313,313,0,
5,Odisha,24,Balangir,348,Agalpur,3758,Babufasad,120344,Babupali,288793,Babupali,419834,419834,Babupali,1654,145,420,1089,414,414,0,
5,Odisha,24,BALANGIR,348,MURIBAHAL,3751,GUDIGHAT,120170,Babejure,695016,,0,0,,495,81,396,18,251,0,0,Villages taken from SBM
6,Odisha,24,BALANGIR,348,PATNAGARH,3747,KENDUMUNDI,120080,KENDMUNDI,697570,,0,0,,1155,129,306,720,369,0,0,Villages taken from SBM
6,Odisha,24,Balangir,348,Agalpur,3758,Babufasad,120344,Banjipali,288796,Banjipali,419929,419835,Banjipali,568,179,10,379,133,133,0,
7,Odisha,24,Balangir,348,Agalpur,3758,Babufasad,120344,Ghuchepali,288795,Ghuchepali,419831,419831,Ghuchepali,873,89,39,745,242,242,0,
8,Odisha,24,Balangir,348,Agalpur,3758,Babufasad,120344,Jharbandhali,288792,Jharbandhali,419836,419836,Jharbandhali,613,108,175,330,151,151,0,
9,Odisha,24,Balangir,348,Agalpur,3758,Babufasad,120344,Latsar,288794,Latsar,419987,419832,Latsar,175,0,0,175,36,36,0,
10,Odisha,24,Balangir,348,Agalpur,3758,Badtika,120335,Badatika,288749,Badatika,419909,419909,Badatika,2092,406,513,1173,494,0,0,
11,Odisha,24,Balangir,348,Agalpur,3758,Badtika,120335,Burobhadi,288753,Burobhadi,419910,419910,Burobhadi,536,65,246,225,134,0,0,
12,Odisha,24,Balangir,348,Agalpur,3758,Badtika,120335,Karkachia,288750,Karkachia,419936,419936,Karkachia,542,32,185,325,140,0,0,
13,Odisha,24,Balangir,348,Agalpur,3758,Badtika,120335,Larambhamunda,288752,Larambhamunda,419893,419893,Larambhamunda,771,90,260,421,194,0,0,
14,Odisha,24,Balangir,348,Agalpur,3758,Badtika,120335,Sahajchhapar,288751,Sahajchhapar,419908,419908,Sahajchhapar,744,77,275,392,189,0,0,
15,Odisha,24,Balangir,348,Agalpur,3758,Bakti,120348,Badkhaliapali,288816,Bandhanpali,421230,419917,Khaliapali,582,99,413,70,132,132,0,
16,Odisha,24,Balangir,348,Agalpur,3758,Bakti,120348,Bakti,288814,Bakati,419885,419885,Bakati,2798,578,99,2121,1130,1130,0,
17,Odisha,24,Balangir,348,Agalpur,3758,Bakti,120348,Bangabahal,288817,Bangabahal,419878,419878,Bangabahal,532,135,10,387,122,80,0,
18,Odisha,24,Balangir,348,Agalpur,3758,Bendra,120349,Bendra,288818,Bendra,419915,419915,Bendra,1333,305,113,915,327,327,0,
19,Odisha,24,Balangir,348,Agalpur,3758,Bendra,120349,Danipali,288820,Danipali,419887,419887,Danipali,513,73,167,273,131,0,0,
20,Odisha,24,Balangir,348,Agalpur,3758,Bendra,120349,Dhaunradadar,288819,Dhauradadar,419890,419890,Dhauradadar,911,235,337,339,237,0,0,
21,Odisha,24,Balangir,348,Agalpur,3758,Bendra,120349,Jharbandhli,288822,Jharbandhali,419888,419888,Jharbandhali,937,378,205,354,219,110,0,
22,Odisha,24,Balangir,348,Agalpur,3758,Bendra,120349,Rampur,288821,Rampur,419889,419889,Rampur,1433,235,679,519,324,27,0,
23,Odisha,24,Balangir,348,Agalpur,3758,Bharsuja,120334,Badipali,288748,Badipali,420021,419856,Badipali,212,72,129,11,39,39,0,
24,Odisha,24,Balangir,348,Agalpur,3758,Bharsuja,120334,Bharasuja,288739,Bharasuja,419858,419858,Bharasuja,2679,429,148,2102,620,620,0,
25,Odisha,24,Balangir,348,Agalpur,3758,Bharsuja,120334,Bindhapali,288740,Bindhapali,419852,419852,Bindhapali,738,161,20,557,178,127,0,
26,Odisha,24,Balangir,348,Agalpur,3758,Bharsuja,120334,Darlipali,288741,Darlipali,419898,419898,Darlipali,622,49,38,535,164,164,0,
27,Odisha,24,Balangir,348,Agalpur,3758,Bharsuja,120334,Gandpali,288742,Gondpali,419816,419899,Gandapali,385,42,255,88,82,82,0,
28,Odisha,24,Balangir,348,Agalpur,3758,Bharsuja,120334,Guhuriapadar,288743,Guhirapadar,419857,419857,Guhirapadar,706,98,34,574,189,189,0,
29,Odisha,24,Balangir,348,Agalpur,3758,Bharsuja,120334,Gundurumunda,288746,Gundurumunda,419855,419855,Gundurumunda,383,58,15,310,105,105,0,
30,Odisha,24,Balangir,348,Agalpur,3758,Bharsuja,120334,Jemapali,288744,Jemapali,419853,419853,Jemapali,430,17,20,393,125,69,18,
31,Odisha,24,Balangir,348,Agalpur,3758,Bharsuja,120334,Manupali,288745,Manupali,419850,419873,Manupali,858,159,60,639,200,138,0,
32,Odisha,24,Balangir,348,Agalpur,3758,Bharsuja,120334,Sansa,288747,Sansa,419854,419854,Sansa,434,26,10,398,124,124,0,
33,Odisha,24,Balangir,348,Agalpur,3758,Budula,120350,Bhoipali,288824,Bhoipali,419978,419818,Bhoipali,468,112,20,336,123,93,0,
34,Odisha,24,Balangir,348,Agalpur,3758,Budula,120350,Budula,288823,Budula,419823,419823,Budula,1303,188,140,975,397,397,0,
35,Odisha,24,Balangir,348,Agalpur,3758,Budula,120350,Buromunda,288825,Buromunda,420006,419822,Buromunda,1717,215,101,1401,434,354,0,
36,Odisha,24,Balangir,348,Agalpur,3758,Budula,120350,Dengjuri,288826,Dengjuri,419837,419837,Dengjuri,343,66,139,138,71,57,0,
37,Odisha,24,Balangir,348,Agalpur,3758,Budula,120350,Guhuriamunda,288827,Guhiramunda,419820,419820,Guhiramunda,567,179,17,371,140,115,0,
38,Odisha,24,Balangir,348,Agalpur,3758,Budula,120350,Mahakhand,288828,Mahakhand,419819,419819,Mahakhand,1276,353,163,760,296,205,0,
39,Odisha,24,Balangir,348,Agalpur,3758,Budula,120350,Pudapadar,288829,Pudapadar,419817,419817,Pudapadar,552,104,139,309,145,104,0,
40,Odisha,24,Balangir,348,Agalpur,3758,Budula,120350,Rengali,288830,Rengali,420027,419821,Rengali,1376,65,76,1235,641,641,0,
41,Odisha,24,Balangir,348,Agalpur,3758,Duduka,120339,Duduka,288769,Duduka,419867,419867,Duduka,3349,504,552,2293,1014,1014,0,
