S.No.,State,StateId,District,DistrictId,Block,BlockId,Panchayat,PanchayatId,Village,Villageid,Census Village Name,Census Village Code,LGD Villageid,LGD Village Name,Tot Pop,SC Pop,ST Pop,GEN Pop,No. of House Holds,House Connection Provided as on 01/04/2024,Houseconnection Provided in 2024-2025 including private connection,Status
,Total,,,,,,,,,,,,,,2052236,429743,93375,1529118,459972,328434,671,
1,Odisha,24,Cuttack,345,Athagara,3721,Anantapur,298556,Anantpur,283133,Anantapur,399241,399241,Anantapur,1542,685,37,820,273,163,0,
1,Odisha,24,CUTTACK,345,ATHAGAD,3721,ANANTAPUR,298556,BRAHMAPUR,701176,,0,0,,1191,195,71,925,184,0,0,Villages taken from SBM
2,Odisha,24,CUTTACK,345,ATHAGAD,3721,GOBARA,119597,MAHURIA,701897,,0,0,,0,0,0,0,34,0,0,Villages taken from SBM
2,Odisha,24,Cuttack,345,Athagara,3721,Anantapur,298556,Brahmapur,283130,Brahmapur,399243,907174,Barhampur,1457,200,90,1167,278,278,0,
3,Odisha,24,Cuttack,345,Athagara,3721,Anantapur,298556,Nuasasan,283131,Nuasasan,399242,399242,Nuasasan,1200,52,11,1137,267,267,0,
3,Odisha,24,CUTTACK,345,ATHAGAD,3721,KANDAREI,119602,MAHALAXMIPUR,701898,,0,0,,0,0,0,0,89,0,0,Villages taken from SBM
4,Odisha,24,CUTTACK,345,ATHAGAD,3721,KHUNTUNI,119605,RADHARAMAN PUR,698259,,0,0,,216,0,1,215,53,0,0,Villages taken from SBM
4,Odisha,24,Cuttack,345,Athagara,3721,Anantapur,298556,Srirangapur,283141,Shrirangapur,399240,399240,Shrirangapur,483,0,0,483,94,0,0,
5,Odisha,24,CUTTACK,345,ATHAGAD,3721,MANCHESWAR,119610,MUNIAMUHA,698747,,0,0,,169,14,153,2,99,0,0,Villages taken from SBM
5,Odisha,24,Cuttack,345,Athagara,3721,Badabhuin,119591,Badabhuindal,590114,Gopiballavapur,399056,399052,Badabhuindal,1475,98,84,1293,319,305,0,
6,Odisha,24,CUTTACK,345,ATHAGAD,3721,MANCHESWAR,119610,PAIKERAPUR,698748,,0,0,,719,0,0,719,209,0,0,Villages taken from SBM
6,Odisha,24,Cuttack,345,Athagara,3721,Badabhuin,119591,Badabhuindesh,283106,Balipada,399111,399053,Badabhuindesh,1071,0,0,1071,244,229,0,
7,Odisha,24,Cuttack,345,Athagara,3721,Badabhuin,119591,Gopiballav Pur,283107,Gopiballavapur,399056,399056,Gopiballavapur,274,58,0,216,62,50,0,
7,Odisha,24,CUTTACK,345,ATHAGAD,3721,MANCHESWAR,119610,PRASANAPUR,695456,,0,0,,229,221,0,8,60,0,0,Villages taken from SBM
8,Odisha,24,CUTTACK,345,ATHAGAD,3721,ORANDA,119611,RADHAPRIYAPUR,695457,,0,0,,48,0,0,48,14,0,0,Villages taken from SBM
8,Odisha,24,Cuttack,345,Athagara,3721,Badabhuin,119591,Jagipada,283104,Amrutamonahipatana,399043,399054,Jagiapada,1121,5,0,1116,255,201,0,
9,Odisha,24,Cuttack,345,Athagara,3721,Badabhuin,119591,Raghunath Pur Patna,283103,Radhaballaavapur,399064,399055,Raghunathpur Patana,839,143,0,696,129,119,0,
9,Odisha,24,CUTTACK,345,ATHAGAD,3721,RADHAKISHOREPUR,119612,MACHHAPUR,699194,,0,0,,332,0,100,232,40,0,0,Villages taken from SBM
10,Odisha,24,Cuttack,345,Athagara,3721,RADHAKISHOREPUR,119612,RADHAKISHOREPUR,704245,,0,399215,RADHAKISHOREPUR,0,0,0,0,1,0,0,Villages taken from SBM
10,Odisha,24,Cuttack,345,Athagara,3721,Bentapada,119592,Balipada,283111,Bandhahata,399117,399111,Balipada,473,0,0,473,91,34,0,
11,Odisha,24,Cuttack,345,Athagara,3721,Bentapada,119592,Bentapada,283108,Balarampur,399120,399076,Bentapada,2361,82,250,2029,630,501,0,
11,Odisha,24,CUTTACK,345,BADAMBA,3723,BADABARSINGH,119651,SHYAMSUNDAR PUR,699195,,0,0,,339,35,0,304,64,0,0,Villages taken from SBM
12,Odisha,24,CUTTACK,345,BADAMBA,3723,BELIAPAL,119660,AMATIA,701767,,0,0,,327,111,0,216,5,0,0,Villages taken from SBM
12,Odisha,24,Cuttack,345,Athagara,3721,Bentapada,119592,Dhanurjoypaur,283109,Dhanurjoyapur,399078,399078,Dhanurjoyapur,1039,282,0,757,209,67,0,
13,Odisha,24,Cuttack,345,Athagara,3721,Bentapada,119592,Radhakantapatna,283110,Radhakantapatna,399077,399077,Radhakantapatna,258,68,0,190,61,61,0,
13,Odisha,24,CUTTACK,345,BADAMBA,3723,GOPAMATHURA,119656,BRUNDABANPUR,701766,,0,0,,767,22,3,742,206,0,0,Villages taken from SBM
14,Odisha,24,CUTTACK,345,BADAMBA,3723,GOPAPUR,119653,NARAYANPRASAD,701765,,0,0,,291,91,0,200,49,0,0,Villages taken from SBM
14,Odisha,24,Cuttack,345,Athagara,3721,Bhogara,298557,Bhogara,283283,Baghera,399127,399223,Bhogara,1134,75,0,1059,250,250,0,
15,Odisha,24,CUTTACK,345,BADAMBA,3723,KUANRPAL,119630,BUDHAPANKA,698261,,0,0,,419,22,22,375,263,0,0,Villages taken from SBM
15,Odisha,24,Cuttack,345,Athagara,3721,Bhogara,298557,Mathurapur,283207,Mathurapur,399247,399247,Mathurapur,365,11,101,253,73,6,0,
