S.No.,State,StateId,District,DistrictId,Block,BlockId,Panchayat,PanchayatId,Village,Villageid,Census Village Name,Census Village Code,LGD Villageid,LGD Village Name,Tot Pop,SC Pop,ST Pop,GEN Pop,No. of House Holds,House Connection Provided as on 01/04/2024,Houseconnection Provided in 2024-2025 including private connection,Status
,Total,,,,,,,,,,,,,,552688,73230,198185,281273,135524,132395,676,
1,Odisha,24,Nuapada,366,BODEN,3918,BABEBIR,123715,BABEBIR,312851,Babebir,422141,422141,Babebir,2170,380,238,1552,515,515,0,
1,Odisha,24,NUAPADA,366,BODEN,3918,PALSAPADA,298235,DURKAMUNDA(KALA),702996,,0,0,,636,283,39,314,186,0,0,Villages taken from SBM
2,Odisha,24,NUAPADA,366,KOMNA,3920,KONABIRA,123752,BODACHHAPAR,313069,Bodachhapar,421905,421905,BODACHHAPAR,642,107,47,488,85,0,0,Villages taken from SBM
2,Odisha,24,Nuapada,366,BODEN,3918,BABEBIR,123715,BARTANSIL,312854,Bartansil,422143,422143,Bartansil,913,109,26,778,176,176,0,
3,Odisha,24,Nuapada,366,BODEN,3918,BABEBIR,123715,DHARNIMAL,312852,Dharnimal,422140,422140,Dharnimal,1363,198,0,1165,368,368,0,
3,Odisha,24,NUAPADA,366,KOMNA,3920,PNENDRAWAN,123757,LAMBIPANI,313108,Lambipani,421936,421936,LAMBIPANI,631,18,305,308,32,0,0,Villages taken from SBM
4,Odisha,24,NUAPADA,366,KOMNA,3920,RAJNA,123758,KALIMATI,313113,Kalimati,421931,421931,KALIMATI,1150,59,604,487,2,0,0,Villages taken from SBM
4,Odisha,24,Nuapada,366,BODEN,3918,BABEBIR,123715,KHAIRVADI,312853,Khairvadi,422142,422142,Khairvadi,1105,46,0,1059,258,258,0,
5,Odisha,24,Nuapada,366,BODEN,3918,BHAINSADANI,123718,BHAINSADANI,312877,Bhainsadani,422093,422093,Bhainsadani,343,0,126,217,276,276,0,
5,Odisha,24,NUAPADA,366,KOMNA,3920,SIALATI,123761,BAGMUNDA,698061,,0,0,,554,89,131,334,211,0,0,Villages taken from SBM
6,Odisha,24,NUAPADA,366,SINAPALI,3917,BHARUAMUNDA,123691,GOVINDPUR,702979,,0,0,,1091,178,91,822,137,0,0,Villages taken from SBM
6,Odisha,24,Nuapada,366,BODEN,3918,BHAINSADANI,123718,DHOBEI,312876,Dhobei,422092,422092,Dhobei,584,45,467,72,118,118,0,
7,Odisha,24,Nuapada,366,BODEN,3918,BHAINSADANI,123718,KATHAFAR,312878,Kathafar,422094,422094,Kathafar,527,14,120,393,123,123,0,
7,Odisha,24,NUAPADA,366,SINAPALI,3917,HATIBANDHA,123697,DHUNGIAMUNDA,702995,,0,0,,602,41,157,404,243,0,0,Villages taken from SBM
8,Odisha,24,Nuapada,366,BODEN,3918,BHAINSADANI,123718,KOTGAON,312875,Kotgaon,422091,422091,Kotgaon,437,0,363,74,124,124,0,
9,Odisha,24,Nuapada,366,BODEN,3918,BHAINSADANI,123718,PATDARHA,312873,Patdarha,422069,422069,Patdarha,1794,62,1271,461,439,375,0,
10,Odisha,24,Nuapada,366,BODEN,3918,BHAINSADANI,123718,REDHAMAL,312872,Redhamal,422070,422070,Redhamal,189,17,168,4,51,42,0,
11,Odisha,24,Nuapada,366,BODEN,3918,BHAINSADANI,123718,RUNDI,312874,Rundi,422071,422071,Rundi,1133,11,1067,55,323,143,0,
12,Odisha,24,Nuapada,366,BODEN,3918,BODEN,123722,BINAPUR,312900,Binapur,422107,422107,Binapur,1940,415,261,1264,463,463,0,
13,Odisha,24,Nuapada,366,BODEN,3918,BODEN,123722,BIRESKELA,312899,Bireskela,422105,422105,Bireskela,772,194,0,578,206,206,0,
14,Odisha,24,Nuapada,366,BODEN,3918,BODEN,123722,BODEN,312895,Boden,422088,422088,Boden,2392,617,839,936,626,626,0,
15,Odisha,24,Nuapada,366,BODEN,3918,BODEN,123722,KERAPADAR,312898,Kerapadar,422104,422104,Kerapadar,734,177,16,541,277,277,0,
16,Odisha,24,Nuapada,366,BODEN,3918,BODEN,123722,KUSUMKHUNTA,312897,Kusumkhunta,422089,422089,Kusumkhunta,1195,107,588,500,246,246,0,
17,Odisha,24,Nuapada,366,BODEN,3918,BODEN,123722,TEMERI,312896,Temeri,422087,422087,Temeri,2260,299,1068,893,553,553,0,
18,Odisha,24,Nuapada,366,BODEN,3918,BOIRGAON,123716,BAGLOR,312860,Baglor,422097,422097,Baglor,971,32,771,168,263,263,0,
19,Odisha,24,Nuapada,366,BODEN,3918,BOIRGAON,123716,BOIRGAON,312855,Boirgaon,422098,422098,Boirgaon,1130,246,538,346,357,356,0,
20,Odisha,24,Nuapada,366,BODEN,3918,BOIRGAON,123716,CHIKALCHUAN,312857,Chikalchuan,422095,422095,Chikalchuan,615,39,515,61,168,168,0,
21,Odisha,24,Nuapada,366,BODEN,3918,BOIRGAON,123716,DHAMANAPARA,312861,Dhamanapara,422100,422100,Dhamanapara,200,62,130,8,73,73,0,
22,Odisha,24,Nuapada,366,BODEN,3918,BOIRGAON,123716,JAMUGAON,312862,Jamugaon,422101,422101,Jamugaon,681,200,106,375,194,194,0,
23,Odisha,24,Nuapada,366,BODEN,3918,BOIRGAON,123716,KHADUPANI,312859,Khadupani,422096,422096,Khadupani,577,56,398,123,159,159,0,
24,Odisha,24,Nuapada,366,BODEN,3918,BOIRGAON,123716,MAHULPADAR,312863,Mahulpadar,422119,422086,Mahulpadar,478,0,467,11,163,163,0,
25,Odisha,24,Nuapada,366,BODEN,3918,BOIRGAON,123716,NIMNA,312858,Nimna,422099,422099,Nimna,673,154,367,152,185,185,0,
26,Odisha,24,Nuapada,366,BODEN,3918,BOIRGAON,123716,SUNAMUDI,312856,Sunamundi,422090,422090,Sunamundi,368,36,293,39,137,137,0,
27,Odisha,24,Nuapada,366,BODEN,3918,DAMJHAR,123721,DAMAJHAR,312890,Damajhar,422076,422076,Damajhar,2930,313,81,2536,816,774,0,
28,Odisha,24,Nuapada,366,BODEN,3918,DAMJHAR,123721,MARGAON,312892,Margaon,422078,422078,Margaon,736,116,545,75,231,231,0,
29,Odisha,24,Nuapada,366,BODEN,3918,KARANGAMAL,123714,DOTO,312848,Doto,422125,422125,Doto,1618,321,101,1196,276,276,0,
30,Odisha,24,Nuapada,366,BODEN,3918,KARANGAMAL,123714,DUMERPADAR,312847,Dumerpadar,422124,422124,Dumerpadar,145,0,15,130,57,57,0,
31,Odisha,24,Nuapada,366,BODEN,3918,KARANGAMAL,123714,KARANGAMAL,312846,Karangamal,422136,422136,Karangamal,1129,136,496,497,404,404,0,
32,Odisha,24,Nuapada,366,BODEN,3918,KARANGAMAL,123714,KULEKELA,312835,Kulekela,422123,422123,Kulekela,303,25,73,205,103,103,0,
33,Odisha,24,Nuapada,366,BODEN,3918,KARANGAMAL,123714,KULINGA MAL,312850,Kulingmal,422146,422146,Kulingmal,840,90,360,390,261,261,0,
34,Odisha,24,Nuapada,366,BODEN,3918,KARANGAMAL,123714,LESUNPALI,312849,Lesunpali,422126,422126,Lesunpali,792,0,126,666,240,240,0,
35,Odisha,24,Nuapada,366,BODEN,3918,KARLAKOTE,123719,DARAGAON,312883,Daragaon,421933,421933,Daragaon,1763,215,1249,299,462,462,0,
36,Odisha,24,Nuapada,366,BODEN,3918,KARLAKOTE,123719,KARLAKOT,312880,Karlakot,421926,421926,Karlakot,2018,290,443,1285,479,479,0,
37,Odisha,24,Nuapada,366,BODEN,3918,KARLAKOTE,123719,KIREJHOLA,312879,Kirejhola,422074,422074,Kirejhola,2252,129,1134,989,607,607,0,
38,Odisha,24,Nuapada,366,BODEN,3918,KARLAKOTE,123719,KIREKELA,312881,Kirekela,421927,421927,Kirekela,1111,141,545,425,356,356,0,
39,Odisha,24,Nuapada,366,BODEN,3918,KARLAKOTE,123719,KOTAMAL,312882,Kotamal,421928,421928,Kotamal,528,0,297,231,121,121,0,
40,Odisha,24,Nuapada,366,BODEN,3918,KHAIRA,123713,AMERA,312839,Amera,422075,422075,Amera,1360,201,202,957,366,366,0,
41,Odisha,24,Nuapada,366,BODEN,3918,KHAIRA,123713,BANJIBAHAL,312841,Banjibahal,422081,422081,Banjibahal,989,114,455,420,247,247,0,
42,Odisha,24,Nuapada,366,BODEN,3918,KHAIRA,123713,DABRI,312840,Dabri,422080,422080,Dabri,1067,114,358,595,315,253,0,
43,Odisha,24,Nuapada,366,BODEN,3918,KHAIRA,123713,KHAIRA,312837,Khaira,422082,422082,Khaira,1907,215,1060,632,429,429,0,
44,Odisha,24,Nuapada,366,BODEN,3918,KHAIRA,123713,KOMERKHOL,312845,Komerkhol,422073,422073,Komerkhol,41,0,34,7,12,12,0,
45,Odisha,24,Nuapada,366,BODEN,3918,LARKA,123724,ANAKAPUR,312912,Anakapur,422132,422132,Anakapur,1384,164,368,852,371,371,0,
46,Odisha,24,Nuapada,366,BODEN,3918,LARKA,123724,GUMABAHAL,312909,Gumabahal,422133,422133,Gumabahal,244,51,0,193,67,67,0,
47,Odisha,24,Nuapada,366,BODEN,3918,LARKA,123724,KAMPUR,312913,Kampur,422135,422135,Kampur,1228,183,545,500,323,323,0,
48,Odisha,24,Nuapada,366,BODEN,3918,LARKA,123724,KHORLA,312911,Khorla,422134,422134,Khorla,382,1,339,42,123,123,0,
49,Odisha,24,Nuapada,366,BODEN,3918,LARKA,123724,KHURDGUMA,312910,Khurdguma,422131,422131,Khurdguma,129,18,70,41,33,33,0,
50,Odisha,24,Nuapada,366,BODEN,3918,LARKA,123724,LARKA,312907,Larka,422129,422129,Larka,1053,133,141,779,358,358,0,
51,Odisha,24,Nuapada,366,BODEN,3918,LARKA,123724,PALENBASA,312908,Palenbasa,422130,422130,Palenbasa,218,34,147,37,55,55,0,
52,Odisha,24,Nuapada,366,BODEN,3918,LITISARGI,123712,ANLABHATA,312828,Anlabhata,422121,422121,Anlabhata,979,373,63,543,320,320,0,
53,Odisha,24,Nuapada,366,BODEN,3918,LITISARGI,123712,DAHANAPALI,312829,Dahanapali,422138,422138,Dahanapali,1192,53,0,1139,354,354,0,
54,Odisha,24,Nuapada,366,BODEN,3918,LITISARGI,123712,GHANTIGUDA,312830,Ghantiguda,422117,422117,Ghantiguda,420,42,327,51,149,149,0,
55,Odisha,24,Nuapada,366,BODEN,3918,LITISARGI,123712,JHIRINIKHOL,312831,Jhirinikhol,422118,422118,Jhirinikhol,399,129,198,72,169,169,0,
56,Odisha,24,Nuapada,366,BODEN,3918,LITISARGI,123712,KEKATSAR,312833,Kekatsar,422139,422139,Kekatsar,345,0,26,319,102,102,0,
57,Odisha,24,Nuapada,366,BODEN,3918,LITISARGI,123712,LITISARGI,312832,Litisargi,422120,422120,Litisargi,1325,218,367,740,349,349,0,
58,Odisha,24,Nuapada,366,BODEN,3918,LITISARGI,123712,PITAPANI,312836,Pitapani,422137,422137,Pitapani,42,0,42,0,16,16,0,
59,Odisha,24,Nuapada,366,BODEN,3918,LITISARGI,123712,SUKULIBHATA,312834,Sukulibhata,422122,422122,Sukulibhata,504,0,216,288,150,150,0,
60,Odisha,24,Nuapada,366,BODEN,3918,NAGPADA,123720,BHUINPANI,312889,Bhuinpani,421922,421922,Bhuinpani,579,69,317,193,150,109,0,
61,Odisha,24,Nuapada,366,BODEN,3918,NAGPADA,123720,BOLDA,312888,Bolda,421929,421929,Bolda,743,20,104,619,193,193,0,
62,Odisha,24,Nuapada,366,BODEN,3918,NAGPADA,123720,JHARANAMAL,312885,Jharanamal,421923,421923,Jharanamal,652,19,280,353,189,189,0,
63,Odisha,24,Nuapada,366,BODEN,3918,NAGPADA,123720,MANKARBIRLI,312887,Mankarbirli,422072,422072,Mankarbirli,1434,293,925,216,389,389,0,
