S.No.,State,StateId,District,DistrictId,Block,BlockId,Panchayat,PanchayatId,Village,Villageid,Census Village Name,Census Village Code,LGD Villageid,LGD Village Name,Tot Pop,SC Pop,ST Pop,GEN Pop,No. of House Holds,House Connection Provided as on 01/04/2024,Houseconnection Provided in 2024-2025 including private connection,Status
,Total,,,,,,,,,,,,,,302999,48410,112251,142338,75804,66096,0,
1,Odisha,24,Deogarh,355,Barkote,3839,Balanda,121922,Aksharshila,299087,Aksharshila,382849,382849,Aksharshila,761,305,71,385,304,304,0,
1,Odisha,24,DEBAGARH,355,BARKOTE,3839,BIJAYANAGAR,121928,AMBAKATA,702012,,0,0,,0,0,0,0,128,0,0,Villages taken from SBM
2,Odisha,24,DEBAGARH,355,BARKOTE,3839,DANTARIBAHAL,121934,BADABAHAL,700105,,0,0,,576,62,328,186,154,0,0,Villages taken from SBM
2,Odisha,24,Deogarh,355,Barkote,3839,Balanda,121922,Bahadaposi,299091,Bahadaposi,382884,382884,Bahadaposi,261,103,13,145,80,80,0,
3,Odisha,24,Deogarh,355,Barkote,3839,Balanda,121922,Balanda,299088,Balanda,382864,382864,Balanda,433,135,82,216,114,114,0,
3,Odisha,24,DEBAGARH,355,BARKOTE,3839,GURUSANG,121915,GURUSANG,695638,,0,0,,1454,303,413,738,840,0,0,Villages taken from SBM
4,Odisha,24,DEBAGARH,355,BARKOTE,3839,GURUSANG,121915,MANDASILA(B),702010,,0,0,,0,0,0,0,1,0,0,Villages taken from SBM
4,Odisha,24,Deogarh,355,Barkote,3839,Balanda,121922,Barkote,299089,Barkot,382880,382880,Barkot,582,369,115,98,140,140,0,
5,Odisha,24,Deogarh,355,Barkote,3839,Balanda,121922,Godabhanga,299096,Godabhanga,382900,383051,Godabhanga,302,123,0,179,82,82,0,
5,Odisha,24,DEBAGARH,355,BARKOTE,3839,KAUNSIBAHAL,121929,GOUDSUGUDA,695640,,0,0,,0,0,0,0,179,0,0,Villages taken from SBM
